Date,TCEHY,NPSNY,Tencent_MktCap_USD,Naspers_Lookthrough,Naspers_Tencent_Value_USD,Tencent_NAV_per_NPN_USD,Tencent_NAV_per_NPSNY_USD,Disc_NPSNY,Disc_NPSNY_MA,Disc_NPSNY_SD,Z_NPSNY
2023-02-28,43.959999084472656,7.079999923706055,404431991577.14844,0.098952,40019354430.54199,63.63895843610877,15.909739609027193,0.5549895788559066,,,
2023-03-01,46.54999923706055,7.435999870300293,428259992980.95703,0.098952,42377182825.45166,67.388387814925,16.84709695373125,0.5586183251201989,,,
2023-03-02,47.2400016784668,7.297999858856201,434608015441.89453,0.098952,43005332344.00635,68.38727402065687,17.09681850516422,0.5731369636607075,,,
2023-03-03,47.119998931884766,7.23199987411499,433503990173.33984,0.098952,42896086835.632324,68.21355131908726,17.053387829771815,0.5759200490655962,,,
2023-03-06,46.13999938964844,7.145999908447266,424487994384.7656,0.098952,42003936020.36133,66.79484905715267,16.69871226428817,0.5720628156621582,,,
2023-03-07,44.790000915527344,6.980000019073486,412068008422.85156,0.098952,40774953569.45801,64.84051560463566,16.210128901158914,0.5694050268425401,,,
2023-03-08,44.47999954223633,6.938000202178955,409215995788.5742,0.098952,40492741215.270996,64.39174024246846,16.097935060617115,0.5690130332832274,,,
2023-03-09,42.2400016784668,6.693999767303467,388608015441.89453,0.098952,38453540344.00635,61.1489937930093,15.287248448252326,0.5621187298706629,,,
2023-03-10,42.54999923706055,6.631999969482422,391459992980.95703,0.098952,38735749225.45166,61.59776363280694,15.399440908201735,0.5693350161855407,,,
2023-03-13,43.599998474121094,6.75600004196167,401119985961.91406,0.098952,39691624850.90332,63.11780137613901,15.779450344034753,0.5718482016380437,,,
2023-03-14,44.38999938964844,6.932000160217285,408387994384.7656,0.098952,40410808820.36133,64.26145097747603,16.065362744369008,0.568512689659187,,,
2023-03-15,43.150001525878906,6.670000076293945,396980014038.08594,0.098952,39281966349.09668,62.46636057354638,15.616590143386595,0.5728901114102303,,,
2023-03-16,43.290000915527344,6.708000183105469,398268008422.85156,0.098952,39409415969.45801,62.669031536341386,15.667257884085346,0.571845932917247,,,
2023-03-17,42.93000030517578,6.547999858856201,394956002807.6172,0.098952,39081686389.819336,62.147874476371626,15.536968619092907,0.5785535763514664,,,
2023-03-20,43.029998779296875,6.630000114440918,395875988769.53125,0.098952,39172720840.72266,62.29263787197676,15.57315946799419,0.57426749992082,,,
2023-03-21,43.970001220703125,6.730000019073486,404524011230.46875,0.098952,40028459959.27734,63.65343808909102,15.913359522272755,0.5770849009190044,,,
2023-03-22,44.79999923706055,6.947999954223633,412159992980.95703,0.098952,40784055625.45166,64.85498973524834,16.213747433812085,0.5714747634631152,,,
2023-03-23,47.880001068115234,7.394000053405762,440496009826.66016,0.098952,43587961164.367676,69.31377300621664,17.32844325155416,0.5733026939541954,,,
2023-03-24,47.849998474121094,7.322000026702881,440219985961.91406,0.098952,43560648050.90332,69.27033956963945,17.31758489240986,0.5771927741545505,,,
2023-03-27,46.189998626708984,7.0,424947987365.72266,0.098952,42049453245.81299,66.86723075495524,16.71680768873881,0.5812597638055312,,,
2023-03-28,49.900001525878906,7.2779998779296875,459080014038.08594,0.098952,45426885549.09668,72.2380388808706,18.05950972021765,0.5969990331585826,,,
2023-03-29,49.290000915527344,7.369999885559082,453468008422.85156,0.098952,44871566369.45801,71.35496780951847,17.838741952379618,0.586854280126186,,,
2023-03-30,49.91999816894531,7.46999979019165,459263983154.2969,0.098952,45445089661.083984,72.26698714209599,18.066746785523996,0.586533210496037,,,
2023-03-31,48.88999938964844,7.331999778747559,449787994384.7656,0.098952,44507421620.36133,70.77590318235885,17.69397579558971,0.5856216904865956,,,
2023-04-03,49.43000030517578,7.381999969482422,454756002807.6172,0.098952,44999015989.819336,71.55763877231347,17.889409693078367,0.5873536301011313,,,
2023-04-04,49.470001220703125,7.418000221252441,455124011230.46875,0.098952,45035431159.27734,71.61554633950335,17.90388658487584,0.5856765408959451,,,
2023-04-05,48.439998626708984,7.182000160217285,445647987365.72266,0.098952,44097759645.81299,70.12445685739665,17.531114214349163,0.5903283686133971,,,
2023-04-06,49.290000915527344,7.171999931335449,453468008422.85156,0.098952,44871566369.45801,71.35496780951847,17.838741952379618,0.5979537149827578,,,
2023-04-10,48.97999954223633,7.085999965667725,450615995788.5742,0.098952,44589354015.270996,70.90619244735127,17.72654811183782,0.6002605853682431,,,
2023-04-11,47.40999984741211,6.915999889373779,436171998596.1914,0.098952,43160091605.09033,68.63337289765951,17.158343224414878,0.5969307876104906,,,
2023-04-12,44.84000015258789,6.605999946594238,412528001403.8086,0.098952,40820470794.90967,64.91289730243822,16.228224325609556,0.592931437596078,,,
2023-04-13,46.7599983215332,6.99399995803833,430191984558.10547,0.098952,42568357255.99365,67.69239425911749,16.923098564779373,0.5867187128133641,,,
2023-04-14,45.880001068115234,7.065999984741211,422096009826.66016,0.098952,41767244364.367676,66.41846091515761,16.604615228789402,0.5744556626346846,,,
2023-04-17,47.209999084472656,7.394000053405762,434331991577.14844,0.098952,42978019230.54199,68.34384058407969,17.08596014601992,0.5672470267860157,,,
2023-04-18,46.5,7.429999828338623,427800000000.0,0.098952,42331665600.0,67.31600611712243,16.829001529280607,0.5585002582945136,,,
2023-04-19,45.58000183105469,7.315999984741211,419336016845.7031,0.098952,41494137538.916016,65.98416520597266,16.496041301493165,0.556499656430965,,,
2023-04-20,45.16999816894531,7.251999855041504,415563983154.2969,0.098952,41120887261.083984,65.39062092583079,16.347655231457697,0.5563889895912092,,,
2023-04-21,44.099998474121094,7.1579999923706055,405719985961.91406,0.098952,40146804050.90332,63.84162939890377,15.960407349725942,0.5515152066282621,,,
2023-04-24,43.380001068115234,6.980000019073486,399096009826.66016,0.098952,39491348364.367676,62.79932080133382,15.699830200333455,0.5554092031565261,,,
2023-04-25,42.369998931884766,6.826000213623047,389803990173.33984,0.098952,38571884435.632324,61.33718510282206,15.334296275705515,0.5548540284540062,,,
2023-04-26,43.9900016784668,6.989999771118164,404708015441.89453,0.098952,40046667544.00635,63.682391872685955,15.920597968171489,0.5609461538384052,,,
2023-04-27,44.279998779296875,7.052000045776367,407375988769.53125,0.098952,40310668840.72266,64.10220792888865,16.02555198222216,0.5599527521049225,,,
2023-04-28,44.36000061035156,7.090000152587891,408112005615.2344,0.098952,40383499179.63867,64.2180230632684,16.0545057658171,0.558379419708842,,,
2023-05-01,44.08000183105469,7.035999774932861,405536016845.7031,0.098952,40128599938.916016,63.812681137678396,15.953170284419599,0.5589591504702702,,,
2023-05-02,43.290000915527344,6.889999866485596,398268008422.85156,0.098952,39409415969.45801,62.669031536341386,15.667257884085346,0.560229370227933,,,
2023-05-03,42.900001525878906,6.857999801635742,394680014038.08594,0.098952,39054376749.09668,62.104446562164,15.526111640541,0.5582925100365452,,,
2023-05-04,43.04999923706055,6.797999858856201,396059992980.95703,0.098952,39190928425.45166,62.321591655571694,15.580397913892924,0.5636825261828213,,,
2023-05-05,43.900001525878906,6.955999851226807,403880014038.08594,0.098952,39964735149.09668,63.55210260769351,15.888025651923378,0.562186013314705,,,
2023-05-08,43.22999954223633,6.883999824523926,397715995788.5742,0.098952,39354793215.270996,62.58217018555657,15.645542546389143,0.560002486068296,,,
2023-05-09,41.86000061035156,6.519999980926514,385112005615.2344,0.098952,38107603179.63867,60.598882949444615,15.149720737361154,0.5696290318509067,,,
2023-05-10,42.22999954223633,6.642000198364258,388515995788.5742,0.098952,38444434815.270996,61.13451414002706,15.283628535006764,0.5654173233044153,,,
2023-05-11,42.54999923706055,6.748000144958496,391459992980.95703,0.098952,38735749225.45166,61.59776363280694,15.399440908201735,0.5618022637844914,,,
2023-05-12,41.27000045776367,6.507999897003174,379684004211.4258,0.098952,37570491584.729004,59.74476566168742,14.936191415421854,0.5642798277020231,,,
2023-05-15,44.33000183105469,6.894000053405762,407836016845.7031,0.098952,40356189538.916016,64.17459514906078,16.043648787265194,0.5702972469156802,,,
2023-05-16,43.880001068115234,6.914000034332275,403696009826.66016,0.098952,39946527564.367676,63.52314882409858,15.880787206024644,0.5646311518040281,,,
2023-05-17,44.650001525878906,7.127999782562256,410780014038.08594,0.098952,40647503949.09668,64.63784464184066,16.159461160460165,0.558896196365543,,,
2023-05-18,42.599998474121094,6.880000114440918,391919985961.91406,0.098952,38781266450.90332,61.6701453306095,15.417536332652375,0.5537548953349988,,,
2023-05-19,42.47999954223633,6.843999862670898,390815995788.5742,0.098952,38672024415.270996,61.49642815140943,15.374107037852358,0.554835942938319,,,
2023-05-22,43.5099983215332,6.866000175476074,400291984558.10547,0.098952,39609692455.99365,62.98751211114658,15.746878027786645,0.5639770522537573,,,
2023-05-23,42.13999938964844,6.624000072479248,387687994384.7656,0.098952,38362502420.36133,61.004224875034616,15.251056218758654,0.5656694213524838,,,
2023-05-24,41.689998626708984,6.51200008392334,383547987365.72266,0.098952,37952840445.81299,60.35277855007242,15.088194637518106,0.5684042895542528,,,
2023-05-25,40.41999816894531,6.265999794006348,371863983154.2969,0.098952,36796684861.083984,58.51425470956559,14.628563677391398,0.571659943368841,,,
2023-05-26,41.25,6.380000114440918,379500000000.0,0.098952,37552284000.0,59.71581187809248,14.92895296952312,0.5726424935850866,,,
2023-05-30,39.540000915527344,6.193999767303467,363768008422.85156,0.098952,35995571969.45801,57.2403213656057,14.310080341401425,0.5671582814679801,,,
2023-05-31,39.529998779296875,6.0320000648498535,363675988769.53125,0.098952,35986466440.72266,57.225841712623456,14.306460428155864,0.5783722958490445,,,
2023-06-01,41.290000915527344,6.294000148773193,379868008422.85156,0.098952,37588699169.45801,59.77371944528235,14.943429861320588,0.5788115441245176,,,
2023-06-02,42.79999923706055,6.535999774932861,393759992980.95703,0.098952,38963338825.45166,61.95967764418931,15.489919411047328,0.578048174332565,,,
2023-06-05,42.93000030517578,6.539999961853027,394956002807.6172,0.098952,39081686389.819336,62.147874476371626,15.536968619092907,0.5790684706786225,,,
2023-06-06,43.16999816894531,6.579999923706055,397163983154.2969,0.098952,39300170461.083984,62.495308834771755,15.623827208692939,0.5788483938144804,,,
2023-06-07,42.439998626708984,6.486000061035156,390447987365.72266,0.098952,38635609245.81299,61.43852058421956,15.35963014605489,0.5777242030335554,,,
2023-06-08,42.79999923706055,6.593999862670898,393759992980.95703,0.098952,38963338825.45166,61.95967764418931,15.489919411047328,0.5743037979934167,,,
2023-06-09,42.630001068115234,6.611999988555908,392196009826.66016,0.098952,38808579564.367676,61.71357876718668,15.42839469179667,0.5714395359569372,,,
2023-06-12,42.93000030517578,6.693999767303467,394956002807.6172,0.098952,39081686389.819336,62.147874476371626,15.536968619092907,0.5691566397915346,,,
2023-06-13,43.970001220703125,6.77400016784668,404524011230.46875,0.098952,40028459959.27734,63.65343808909102,15.913359522272755,0.5743199191619085,,,
2023-06-14,45.130001068115234,6.8460001945495605,415196009826.66016,0.098952,41084475564.367676,65.33271888101048,16.33317972025262,0.5808531889194399,,,
2023-06-15,45.63999938964844,7.093999862670898,419887994384.7656,0.098952,41548756820.36133,66.07102103438793,16.51775525859698,0.5705227646487443,,,
2023-06-16,45.810001373291016,7.090000152587891,421452012634.27734,0.098952,41703519554.18701,66.31712543376011,16.579281358440028,0.5723578121811306,,,
2023-06-20,43.689998626708984,6.8480000495910645,401947987365.72266,0.098952,39773557245.81299,63.248090641131455,15.812022660282864,0.5669118242037379,,,
2023-06-21,43.40999984741211,6.697999954223633,399371998596.1914,0.098952,39518658005.09033,62.84274871554145,15.710687178885362,0.5736660097703734,,,
2023-06-22,43.34000015258789,6.650000095367432,398728001403.8086,0.098952,39454933194.90967,62.74141323414395,15.685353308535987,0.5760375960579419,,,
2023-06-23,42.439998626708984,6.375999927520752,390447987365.72266,0.098952,38635609245.81299,61.43852058421956,15.35963014605489,0.5848858425045851,,,
2023-06-26,42.40999984741211,6.414000034332275,390171998596.1914,0.098952,38608299605.09033,61.395092670011934,15.348773167502983,0.5821164359955332,,,
2023-06-27,43.56999969482422,7.058000087738037,400843997192.3828,0.098952,39664315210.180664,63.07437346193139,15.768593365482847,0.5524014143716924,,,
2023-06-28,42.75,7.239999771118164,393300000000.0,0.098952,38917821600.0,61.88729594638675,15.471823986596688,0.5320526023699462,,,
2023-06-29,42.20000076293945,7.072000026702881,388240007019.04297,0.098952,38417125174.54834,61.09108622581943,15.272771556454858,0.5369537218204523,,,
2023-06-30,42.4900016784668,7.208000183105469,390908015441.89453,0.098952,38681129944.00635,61.510907804391685,15.377726951097921,0.5312701151459293,,,
2023-07-03,43.029998779296875,7.067999839782715,395875988769.53125,0.098952,39172720840.72266,62.29263787197676,15.57315946799419,0.5461422035580641,,,
2023-07-05,42.470001220703125,7.021999835968018,390724011230.46875,0.098952,38662922359.27734,61.48195402079674,15.370488505199186,0.5431505099143223,,,
2023-07-06,41.189998626708984,6.650000095367432,378947987365.72266,0.098952,37497661245.81299,59.628950527307666,14.907237631826916,0.5539079566847651,,,
2023-07-07,42.880001068115234,6.849999904632568,394496009826.66016,0.098952,39036169164.367676,62.075492778569064,15.518873194642266,0.5586019797495696,,,
2023-07-10,42.40999984741211,6.849999904632568,390171998596.1914,0.098952,38608299605.09033,61.395092670011934,15.348773167502983,0.553710265317123,,,
2023-07-11,43.060001373291016,6.973999977111816,396152012634.27734,0.098952,39200033954.18701,62.33607130855394,15.584017827138485,0.5524902464519079,,,
2023-07-12,44.810001373291016,7.366000175476074,412252012634.27734,0.098952,40793161154.18701,64.8694693882306,16.21736734705765,0.5457955648508818,,,
2023-07-13,45.369998931884766,7.559999942779541,417403990173.33984,0.098952,41302959635.632324,65.6801532394106,16.42003830985265,0.5395869485734845,,,
2023-07-14,44.65999984741211,7.5279998779296875,410871998596.1914,0.098952,40656606005.09033,64.65231877245334,16.163079693113335,0.5342471842703855,,,
2023-07-17,44.470001220703125,7.535999774932861,409124011230.46875,0.098952,40483639159.27734,64.37726611185577,16.094316527963944,0.531760186160187,,,
2023-07-18,42.66999816894531,7.441999912261963,392563983154.2969,0.098952,38844991261.083984,61.771480812007,15.44287020300175,0.5180947703092522,,,
2023-07-19,42.70000076293945,7.489999771118164,392840007019.04297,0.098952,38872304374.54834,61.81491424858419,15.453728562146047,0.5153273372831887,,,
2023-07-20,42.47999954223633,7.285999774932861,390815995788.5742,0.098952,38672024415.270996,61.49642815140943,15.374107037852358,0.5260863114199666,,,
2023-07-21,42.15999984741211,7.223999977111816,387871998596.1914,0.098952,38380710005.09033,61.03317865862955,15.258294664657388,0.5265525973984049,,,
2023-07-24,43.119998931884766,7.334000110626221,396703990173.33984,0.098952,39254653235.632324,62.42292713696919,15.605731784242298,0.5300444598162555,,,
2023-07-25,43.58000183105469,7.519999980926514,400936016845.7031,0.098952,39673420738.916016,63.08885311491363,15.772213278728408,0.5232121295830718,,,
2023-07-26,44.09000015258789,7.480000019073486,405628001403.8086,0.098952,40137701994.90967,63.82715526829108,15.95678881707277,0.5312340029799509,,,
2023-07-27,43.400001525878906,7.363999843597412,399280014038.08594,0.098952,39509555949.09668,62.82827458492876,15.70706864623219,0.5311665079299257,,,
2023-07-28,45.959999084472656,7.834000110626221,422831991577.14844,0.098952,41840071230.54199,66.5342705271678,16.63356763179195,0.5290246636173832,,,
2023-07-31,45.939998626708984,7.828000068664551,422647987365.72266,0.098952,41821863645.81299,66.50531674357286,16.626329185893216,0.5291804955175373,,,
2023-08-01,45.099998474121094,7.7220001220703125,414919985961.91406,0.098952,41057162450.90332,65.28928544443329,16.322321361108322,0.526905520897919,,,
2023-08-02,43.380001068115234,7.429999828338623,399096009826.66016,0.098952,39491348364.367676,62.79932080133382,15.699830200333455,0.5267464849281737,,,
2023-08-03,44.61000061035156,7.46999979019165,410412005615.2344,0.098952,40611088779.63867,64.57993707465077,16.144984268662693,0.5373176172930146,,,
2023-08-04,43.5,7.440000057220459,400200000000.0,0.098952,39600590400.0,62.97303798053389,15.743259495133472,0.527416793230125,,,
2023-08-07,43.040000915527344,7.322000026702881,395968008422.85156,0.098952,39181826369.45801,62.307117524959004,15.576779381239751,0.5299413410501725,,,
2023-08-08,42.4900016784668,7.139999866485596,390908015441.89453,0.098952,38681129944.00635,61.510907804391685,15.377726951097921,0.5356921156689012,,,
2023-08-09,42.7599983215332,7.0960001945495605,393391984558.10547,0.098952,38926923655.99365,61.90177007699944,15.47544251924986,0.5414670575188486,,,
2023-08-10,43.43000030517578,7.314000129699707,399556002807.6172,0.098952,39536865589.819336,62.87170249913638,15.717925624784096,0.5346714124816216,,,
2023-08-11,42.130001068115234,7.065999984741211,387596009826.66016,0.098952,38353400364.367676,60.989750744421926,15.247437686105481,0.5365778742496361,,,
2023-08-14,42.2400016784668,6.99399995803833,388608015441.89453,0.098952,38453540344.00635,61.1489937930093,15.287248448252326,0.5424945187675091,,,
2023-08-15,41.84000015258789,6.986000061035156,384928001403.8086,0.098952,38089395594.90967,60.56992916584967,15.142482291462418,0.5386489528883928,,,
2023-08-16,40.61000061035156,6.7820000648498535,373612005615.2344,0.098952,36969655179.63867,58.78931289253272,14.69732822313318,0.5385555822196869,,,
2023-08-17,42.11000061035156,6.947999954223633,387412005615.2344,0.098952,38335192779.63867,60.96079696082699,15.240199240206747,0.5441004513974204,,,
2023-08-18,41.09000015258789,6.78000020980835,378028001403.8086,0.098952,37406626794.90967,59.48418713170254,14.871046782925635,0.5440805002649252,,,
2023-08-21,40.779998779296875,6.826000213623047,375175988769.53125,0.098952,37124414440.72266,59.03541176953535,14.758852942383838,0.5374979180109294,,,
2023-08-22,40.43000030517578,6.75,371956002807.6172,0.098952,36805790389.819336,58.528734362547844,14.632183590636961,0.5386881282490686,,,
2023-08-23,40.900001525878906,6.815999984741211,376280014038.08594,0.098952,37233659949.09668,59.209134471104974,14.802283617776244,0.5395305102412851,,,
2023-08-24,40.9900016784668,6.716000080108643,377108015441.89453,0.098952,37315592344.00635,59.33942373609741,14.834855934024352,0.5472824198646096,,,
2023-08-25,40.75,6.75,374900000000.0,0.098952,37097104800.0,58.991983855327724,14.747995963831931,0.542310696547942,,,
2023-08-28,41.72999954223633,6.8379998207092285,383915995788.5742,0.098952,37989255615.270996,60.4106861172623,15.102671529315575,0.547232434510935,,,
2023-08-29,42.34000015258789,7.001999855041504,389528001403.8086,0.098952,38544574794.90967,61.293757188614435,15.323439297153609,0.543052984433974,,,
2023-08-30,42.04999923706055,6.817999839782715,386859992980.95703,0.098952,38280570025.45166,60.87393561004218,15.218483902510545,0.5519921771801479,,,
2023-08-31,41.40999984741211,6.7779998779296875,380971998596.1914,0.098952,37697941205.09033,59.94743662448242,14.986859156120605,0.5477371337568375,,,
2023-09-01,42.25,6.8379998207092285,388700000000.0,0.098952,38462642400.0,61.163467923621994,15.290866980905498,0.5528049632994523,,,
2023-09-05,41.779998779296875,6.921999931335449,384375988769.53125,0.098952,38034772840.72266,60.483067815064864,15.120766953766216,0.5422189924293921,,,
2023-09-06,41.619998931884766,6.920000076293945,382903990173.33984,0.098952,37889115635.632324,60.251443068674924,15.062860767168731,0.5405919112405995,,,
2023-09-07,40.369998931884766,6.6620001792907715,371403990173.33984,0.098952,36751167635.632324,58.44187301176303,14.610468252940757,0.5440255531885598,,,
2023-09-08,40.290000915527344,6.665999889373779,370668008422.85156,0.098952,36678340769.45801,58.32606339975284,14.58151584993821,0.542845890785626,,,
2023-09-11,41.20000076293945,6.860000133514404,379040007019.04297,0.098952,37506766774.54834,59.64343018028991,14.910857545072478,0.5399325550004066,,,
2023-09-12,41.310001373291016,6.855999946594238,380052012634.27734,0.098952,37606906754.18701,59.80267322887729,14.950668307219322,0.5414251854357816,,,
2023-09-13,40.7599983215332,6.742000102996826,374991984558.10547,0.098952,37106206855.99365,59.00645798594041,14.751614496485102,0.5429652730822612,,,
2023-09-14,40.869998931884766,6.783999919891357,376003990173.33984,0.098952,37206346835.632324,59.165701034527785,14.791425258631946,0.5413559003766479,,,
2023-09-15,40.38999938964844,6.75,371587994384.7656,0.098952,36769375220.36133,58.470826795357965,14.617706698839491,0.5382312602745076,,,
2023-09-18,39.9900016784668,6.638000011444092,367908015441.89453,0.098952,36405233944.00635,57.891767690567896,14.472941922641974,0.5413510226929485,,,
2023-09-19,39.619998931884766,6.690000057220459,364503990173.33984,0.098952,36068398835.632324,57.35613097761589,14.339032744403973,0.5334413292394959,,,
2023-09-20,39.380001068115234,6.650000095367432,362296009826.66016,0.098952,35849914764.367676,57.00869661921576,14.25217415480394,0.5334045161715951,,,
2023-09-21,38.29999923706055,6.300000190734863,352359992980.95703,0.098952,34866726025.45166,55.4452254393065,13.861306359826624,0.545497370363751,,,
2023-09-22,39.779998779296875,6.573999881744385,365975988769.53125,0.098952,36214056040.72266,57.58775572400583,14.396938931001458,0.5433751637587105,,,
2023-09-25,38.90999984741211,6.473999977111816,357971998596.1914,0.098952,35422045205.09033,56.32829651065863,14.082074127664658,0.5402665886843012,,,
2023-09-26,38.2400016784668,6.2779998779296875,351808015441.89453,0.098952,34812106744.00635,55.358369610891245,13.839592402722811,0.5463739324653413,,,
2023-09-27,38.529998779296875,6.343999862670898,354475988769.53125,0.098952,35076108040.72266,55.77818566709394,13.944546416773486,0.5450551295781205,,,
2023-09-28,38.220001220703125,6.349999904632568,351624011230.46875,0.098952,34793899159.27734,55.32941582729631,13.832353956824077,0.5409313610356357,,,
2023-09-29,38.66999816894531,6.334000110626221,355763983154.2969,0.098952,35203557661.083984,55.98085662988894,13.995214157472235,0.5474167069287459,,,
2023-10-02,38.45000076293945,6.308000087738037,353740007019.04297,0.098952,35003281174.54834,55.66237605508375,13.915594013770937,0.5466955933397014,,,
2023-10-03,38.02000045776367,6.1519999504089355,349784004211.4258,0.098952,34611826784.729004,55.0398835137165,13.759970878429124,0.5529060341215443,,,
2023-10-04,37.93000030517578,6.193999767303467,348956002807.6172,0.098952,34529894389.819336,54.909594248724055,13.727398562181014,0.5487856100887216,,,
2023-10-05,38.38999938964844,6.184000015258789,353187994384.7656,0.098952,34948658420.36133,55.57551470429894,13.893878676074735,0.5549119033328225,,,
